tau_i,T_i,sim_i,subj_id,loc_id,exec_t
2354,105,0.69708686248424,id86237981,left_ankle,1.16198801994324
2458,104,0.81788607401697,id86237981,left_ankle,1.16198801994324
2561,99,0.68177009274036,id86237981,left_ankle,1.16198801994324
2659,107,0.771544816955231,id86237981,left_ankle,1.16198801994324
2765,106,0.692325830553108,id86237981,left_ankle,1.16198801994324
2870,108,0.793471457176511,id86237981,left_ankle,1.16198801994324
2977,105,0.730816104233343,id86237981,left_ankle,1.16198801994324
3081,103,0.808129222671325,id86237981,left_ankle,1.16198801994324
3183,104,0.747149900269082,id86237981,left_ankle,1.16198801994324
3286,104,0.79568680912179,id86237981,left_ankle,1.16198801994324
3389,105,0.697427588665845,id86237981,left_ankle,1.16198801994324
3493,102,0.770577651233125,id86237981,left_ankle,1.16198801994324
3594,109,0.713184836787953,id86237981,left_ankle,1.16198801994324
3702,107,0.803178812929048,id86237981,left_ankle,1.16198801994324
3808,103,0.775704604220754,id86237981,left_ankle,1.16198801994324
3910,107,0.735381761506398,id86237981,left_ankle,1.16198801994324
4016,105,0.778973464654815,id86237981,left_ankle,1.16198801994324
4120,103,0.688311201217145,id86237981,left_ankle,1.16198801994324
4222,107,0.795194460785708,id86237981,left_ankle,1.16198801994324
4328,108,0.784685652713319,id86237981,left_ankle,1.16198801994324
4435,105,0.695398341237163,id86237981,left_ankle,1.16198801994324
4539,106,0.758891556216676,id86237981,left_ankle,1.16198801994324
4644,106,0.787023036300906,id86237981,left_ankle,1.16198801994324
